record_id,district,crop,season,growth_stage,crop_age_days,temperature_C,humidity_pct,rainfall_mm,soil_moisture_pct,wind_speed_kmh,prev_disease_history,likely_disease,risk_level
AGR0703,Dausa,Mustard,Rabi,Flowering,56,31.8,62.7,15.2,26.0,11.3,0,None,Low
AGR0704,Hanumangarh,Wheat,Rabi,Flowering,72,26.3,40.4,20.5,32.5,3.3,0,Powdery Mildew,Medium
AGR0705,Hanumangarh,Wheat,Rabi,Vegetative,24,25.7,48.8,18.7,35.3,15.4,0,None,Low
AGR0706,Udaipur,Maize,Kharif,Maturity,85,31.0,58.1,31.8,56.5,27.3,0,Common Rust,Medium
AGR0707,Alwar,Mustard,Rabi,Flowering,66,30.3,33.3,9.4,27.6,25.9,0,None,Low
AGR0708,Bundi,Soybean,Kharif,Flowering,67,32.1,81.8,45.6,89.4,24.5,1,Rust,High
AGR0709,Sriganganagar,Wheat,Rabi,Flowering,75,21.5,54.1,8.5,27.8,20.1,0,None,Low
AGR0710,Barmer,Bajra,Kharif,Vegetative,32,27.7,62.0,17.8,41.0,5.0,0,None,Low
AGR0711,Kota,Soybean,Kharif,Maturity,104,35.9,79.6,24.1,50.3,10.9,1,Bacterial Pustule,Medium
AGR0712,Jaisalmer,Bajra,Kharif,Vegetative,30,40.2,51.4,38.5,53.0,25.3,1,None,Low
AGR0713,Alwar,Mustard,Rabi,Flowering,72,20.1,60.3,23.6,43.4,5.9,0,White Rust,Medium
AGR0714,Tonk,Mustard,Rabi,Maturity,98,22.0,56.1,6.5,23.6,22.9,0,None,Low
AGR0715,Alwar,Mustard,Rabi,Seedling,16,32.3,73.0,4.9,32.7,2.4,0,None,Low
AGR0716,Ajmer,Chickpea,Rabi,Seedling,8,24.3,33.1,16.8,32.7,14.9,1,Wilt,Medium
AGR0717,Kota,Soybean,Kharif,Vegetative,33,35.3,78.3,21.1,49.9,5.6,1,Bacterial Pustule,Medium
AGR0718,Dungarpur,Maize,Kharif,Vegetative,40,28.1,75.2,32.6,58.8,21.8,0,Common Rust,Medium
AGR0719,Churu,Wheat,Rabi,Maturity,83,28.7,83.5,7.1,23.7,2.0,1,Powdery Mildew,Medium
AGR0720,Nagaur,Bajra,Kharif,Seedling,0,28.9,85.7,21.9,42.4,22.9,0,Ergot,Medium
AGR0721,Sikar,Chickpea,Rabi,Flowering,65,22.8,81.1,23.7,44.5,1.9,0,Wilt,Medium
AGR0722,Sriganganagar,Wheat,Rabi,Vegetative,21,20.3,63.5,6.4,25.3,11.4,1,Powdery Mildew,Medium
AGR0723,Hanumangarh,Wheat,Rabi,Vegetative,46,26.3,42.5,15.0,35.7,19.5,0,None,Low
AGR0724,Jaisalmer,Bajra,Kharif,Vegetative,19,23.8,73.9,13.2,42.8,20.3,0,None,Low
AGR0725,Jodhpur,Bajra,Kharif,Vegetative,34,25.8,92.8,21.5,57.6,5.5,0,Ergot,Medium
AGR0726,Bundi,Soybean,Kharif,Flowering,53,30.8,69.6,21.4,44.0,16.4,1,Bacterial Pustule,Medium
AGR0727,Hanumangarh,Wheat,Rabi,Seedling,0,22.1,38.2,1.6,19.1,20.4,0,None,Low
AGR0728,Bundi,Soybean,Kharif,Maturity,109,33.2,67.2,40.4,64.0,10.9,1,Bacterial Pustule,Medium
AGR0729,Bikaner,Wheat,Rabi,Seedling,18,29.5,46.8,1.8,20.5,26.1,0,None,Low
AGR0730,Churu,Wheat,Rabi,Flowering,51,18.7,73.6,7.0,22.1,18.1,0,Powdery Mildew,Medium
AGR0731,Churu,Wheat,Rabi,Maturity,99,31.6,32.3,20.8,28.8,16.0,0,None,Low
AGR0732,Jhalawar,Soybean,Kharif,Vegetative,25,34.1,75.1,43.7,83.2,1.2,0,Bacterial Pustule,Medium
AGR0733,Barmer,Bajra,Kharif,Flowering,46,27.2,92.0,37.6,71.7,0.5,1,Downy Mildew,High
AGR0734,Bharatpur,Mustard,Rabi,Seedling,15,22.0,59.1,10.0,26.3,8.3,0,None,Low
AGR0735,Alwar,Mustard,Rabi,Maturity,110,26.4,41.4,20.0,41.9,22.5,0,None,Low
AGR0736,Nagaur,Chickpea,Rabi,Maturity,96,19.2,45.6,7.1,28.3,13.5,0,None,Low
AGR0737,Tonk,Mustard,Rabi,Seedling,9,27.4,49.7,15.3,31.1,10.7,0,None,Low
AGR0738,Baran,Soybean,Kharif,Maturity,84,28.1,51.2,0.2,17.0,6.4,1,None,Low
AGR0739,Bharatpur,Mustard,Rabi,Flowering,47,19.0,76.8,20.0,47.7,7.5,0,White Rust,Medium
AGR0740,Dausa,Mustard,Rabi,Maturity,83,14.6,42.5,8.5,10.0,13.9,0,None,Low
AGR0741,Alwar,Mustard,Rabi,Vegetative,44,19.8,42.0,3.3,10.0,0.4,1,White Rust,Medium
AGR0742,Bharatpur,Mustard,Rabi,Maturity,91,12.2,68.8,6.1,32.7,13.1,1,White Rust,Medium
AGR0743,Jaisalmer,Bajra,Kharif,Maturity,84,33.8,92.6,44.4,76.9,20.9,1,Downy Mildew,High
AGR0744,Bharatpur,Mustard,Rabi,Seedling,15,8.9,61.6,19.7,44.8,0.5,0,None,Low
AGR0745,Bikaner,Wheat,Rabi,Vegetative,21,22.8,77.2,11.9,38.8,0.1,0,Powdery Mildew,Medium
AGR0746,Sikar,Chickpea,Rabi,Flowering,80,8.3,52.9,3.9,26.6,18.6,0,None,Low
AGR0747,Alwar,Mustard,Rabi,Vegetative,25,27.1,39.8,22.2,31.8,12.4,1,White Rust,Medium
AGR0748,Bharatpur,Mustard,Rabi,Vegetative,37,11.9,72.0,19.7,47.2,17.9,1,White Rust,Medium
AGR0749,Nagaur,Chickpea,Rabi,Maturity,85,31.0,70.6,22.1,47.4,12.1,0,None,Low
AGR0750,Jodhpur,Bajra,Kharif,Flowering,54,37.0,98.0,36.2,68.9,3.2,0,Ergot,Medium
AGR0751,Sriganganagar,Wheat,Rabi,Flowering,74,22.0,62.3,4.4,20.0,27.0,0,None,Low
AGR0752,Pali,Chickpea,Rabi,Flowering,80,12.7,39.8,22.9,40.6,13.0,0,Wilt,Medium
AGR0753,Nagaur,Bajra,Kharif,Seedling,8,23.3,78.7,30.1,62.9,1.8,1,Downy Mildew,High
AGR0754,Bharatpur,Mustard,Rabi,Flowering,50,34.3,59.9,14.0,35.1,14.6,0,None,Low
AGR0755,Bikaner,Wheat,Rabi,Seedling,14,24.5,44.5,7.2,22.5,14.3,0,None,Low
AGR0756,Jhalawar,Soybean,Kharif,Vegetative,21,38.1,52.4,30.2,49.5,22.6,1,None,Low
AGR0757,Nagaur,Bajra,Kharif,Flowering,62,25.1,50.7,15.6,31.8,16.5,0,Ergot,Medium
AGR0758,Dausa,Mustard,Rabi,Flowering,68,11.7,53.4,13.8,28.6,16.8,1,White Rust,Medium
AGR0759,Sikar,Chickpea,Rabi,Vegetative,39,15.4,52.0,19.5,36.4,26.4,0,None,Low
AGR0760,Jhalawar,Soybean,Kharif,Flowering,79,39.2,77.1,20.5,50.7,9.3,0,None,Low
AGR0761,Hanumangarh,Wheat,Rabi,Seedling,17,11.4,35.9,17.2,34.9,7.3,0,None,Low
AGR0762,Bharatpur,Mustard,Rabi,Maturity,83,14.9,84.9,4.7,24.7,4.1,1,White Rust,Medium
AGR0763,Hanumangarh,Wheat,Rabi,Seedling,9,10.7,61.9,15.7,32.9,10.2,0,None,Low
AGR0764,Jodhpur,Bajra,Kharif,Vegetative,21,32.7,87.8,40.9,71.9,26.8,0,Ergot,Medium
AGR0765,Sriganganagar,Wheat,Rabi,Flowering,78,30.3,61.1,4.5,23.4,2.8,1,None,Low
AGR0766,Jodhpur,Bajra,Kharif,Vegetative,20,23.1,82.0,40.4,64.7,14.2,0,Ergot,Medium
AGR0767,Baran,Soybean,Kharif,Vegetative,40,23.1,75.7,46.8,74.5,16.7,0,Bacterial Pustule,Medium
AGR0768,Ajmer,Chickpea,Rabi,Vegetative,47,29.9,74.0,23.3,43.2,21.6,0,None,Low
AGR0769,Alwar,Mustard,Rabi,Flowering,52,28.2,42.9,1.5,16.7,14.5,0,None,Low
AGR0770,Bundi,Soybean,Kharif,Vegetative,30,24.5,96.2,14.5,46.1,23.9,1,Bacterial Pustule,Medium
AGR0771,Bikaner,Wheat,Rabi,Flowering,53,18.5,47.8,23.4,40.1,10.2,1,Powdery Mildew,Medium
AGR0772,Jhalawar,Soybean,Kharif,Vegetative,48,29.8,55.1,33.5,51.4,8.1,1,Bacterial Pustule,Medium
AGR0773,Sriganganagar,Wheat,Rabi,Flowering,56,23.8,62.5,18.0,38.1,20.9,1,Powdery Mildew,Medium
AGR0774,Alwar,Mustard,Rabi,Maturity,102,21.9,48.2,20.9,36.7,8.7,0,None,Low
AGR0775,Jhalawar,Soybean,Kharif,Seedling,5,32.2,69.3,42.8,80.3,12.1,1,Bacterial Pustule,Medium
AGR0776,Hanumangarh,Wheat,Rabi,Seedling,8,18.4,67.9,15.1,43.5,3.0,0,Powdery Mildew,Medium
AGR0777,Hanumangarh,Wheat,Rabi,Seedling,11,21.7,70.5,24.8,47.5,17.6,0,None,Low
AGR0778,Jodhpur,Bajra,Kharif,Flowering,43,29.4,60.9,43.6,71.4,22.8,0,None,Low
AGR0779,Jaisalmer,Bajra,Kharif,Flowering,61,26.7,59.6,35.8,65.6,8.8,0,Ergot,Medium
AGR0780,Jodhpur,Bajra,Kharif,Seedling,2,28.1,57.3,13.2,29.6,12.0,1,None,Low
AGR0781,Jodhpur,Bajra,Kharif,Vegetative,25,36.7,66.1,16.4,32.4,8.0,0,None,Low
AGR0782,Dausa,Mustard,Rabi,Flowering,61,20.9,39.9,12.1,17.5,19.7,0,None,Low
AGR0783,Bikaner,Wheat,Rabi,Flowering,77,8.8,30.5,1.9,17.8,15.0,0,None,Low
AGR0784,Tonk,Mustard,Rabi,Vegetative,22,31.1,30.3,23.4,36.2,3.0,0,None,Low
AGR0785,Churu,Wheat,Rabi,Maturity,81,30.7,56.6,16.5,38.2,14.3,0,None,Low
AGR0786,Pali,Chickpea,Rabi,Seedling,9,20.9,75.9,18.9,42.6,13.5,1,Wilt,Medium
AGR0787,Jaisalmer,Bajra,Kharif,Flowering,62,24.2,55.5,40.1,58.4,14.8,0,Ergot,Medium
AGR0788,Tonk,Mustard,Rabi,Maturity,96,21.0,67.4,21.5,40.6,17.6,1,White Rust,Medium
AGR0789,Alwar,Mustard,Rabi,Vegetative,42,28.6,72.1,8.9,25.6,7.7,0,None,Low
AGR0790,Pali,Chickpea,Rabi,Flowering,80,29.6,50.7,22.6,46.6,2.0,0,None,Low
AGR0791,Hanumangarh,Wheat,Rabi,Flowering,78,9.6,81.0,16.2,51.2,10.6,0,Powdery Mildew,Medium
AGR0792,Nagaur,Bajra,Kharif,Flowering,53,37.1,82.3,26.6,56.8,2.8,1,Ergot,Medium
AGR0793,Dausa,Mustard,Rabi,Flowering,62,29.9,77.6,4.3,20.9,23.8,0,None,Low
AGR0794,Jodhpur,Bajra,Kharif,Flowering,59,39.6,76.4,32.8,64.8,10.7,1,Ergot,Medium
AGR0795,Hanumangarh,Wheat,Rabi,Maturity,116,15.6,69.7,21.5,53.0,18.3,1,Powdery Mildew,Medium
AGR0796,Sikar,Chickpea,Rabi,Flowering,64,21.8,38.7,1.3,18.0,12.5,1,Wilt,Medium
AGR0797,Sikar,Chickpea,Rabi,Vegetative,26,9.3,61.3,9.6,29.8,21.2,1,None,Low
AGR0798,Jodhpur,Bajra,Kharif,Maturity,82,28.1,78.5,26.9,54.7,0.1,1,Ergot,Medium
AGR0799,Jodhpur,Bajra,Kharif,Flowering,62,23.4,63.9,44.1,71.9,4.1,0,Ergot,Medium
AGR0800,Sikar,Chickpea,Rabi,Vegetative,40,27.2,83.5,19.8,54.9,6.8,1,Wilt,Medium
AGR0801,Jaisalmer,Bajra,Kharif,Flowering,65,40.2,54.5,23.4,48.2,24.9,0,None,Low
AGR0802,Sriganganagar,Wheat,Rabi,Vegetative,35,25.3,52.8,7.3,22.7,10.5,1,Powdery Mildew,Medium
AGR0803,Nagaur,Bajra,Kharif,Maturity,74,32.2,65.3,48.4,75.6,26.1,0,Ergot,Medium
AGR0804,Jodhpur,Bajra,Kharif,Vegetative,34,39.4,70.2,34.6,60.2,25.3,0,None,Low
AGR0805,Dausa,Mustard,Rabi,Flowering,62,31.0,52.8,2.8,13.9,2.1,0,None,Low
AGR0806,Barmer,Bajra,Kharif,Flowering,49,33.5,80.8,42.5,82.0,8.2,0,Ergot,Medium
AGR0807,Ajmer,Chickpea,Rabi,Vegetative,40,12.5,50.8,8.8,21.9,3.7,0,None,Low
AGR0808,Nagaur,Chickpea,Rabi,Vegetative,27,26.2,58.0,18.0,41.5,9.9,0,None,Low
AGR0809,Tonk,Mustard,Rabi,Vegetative,43,16.8,56.0,21.9,39.8,1.1,1,White Rust,Medium
AGR0810,Sriganganagar,Wheat,Rabi,Seedling,19,29.7,50.3,21.4,38.4,22.5,0,None,Low
AGR0811,Udaipur,Maize,Kharif,Seedling,0,29.0,83.3,8.0,34.0,25.1,0,None,Low
AGR0812,Bundi,Soybean,Kharif,Vegetative,25,30.1,71.9,35.3,66.7,23.0,1,Bacterial Pustule,Medium
AGR0813,Hanumangarh,Wheat,Rabi,Seedling,1,14.4,66.4,9.8,30.4,10.3,0,None,Low
AGR0814,Sikar,Chickpea,Rabi,Seedling,17,26.6,51.3,8.7,20.1,23.4,0,None,Low
AGR0815,Ajmer,Chickpea,Rabi,Flowering,76,10.7,67.2,6.2,27.7,0.4,1,Wilt,Medium
AGR0816,Tonk,Mustard,Rabi,Flowering,61,12.5,63.4,17.7,36.4,0.6,1,White Rust,Medium
AGR0817,Jaisalmer,Bajra,Kharif,Seedling,15,22.7,93.3,3.7,40.1,25.0,0,Ergot,Medium
AGR0818,Tonk,Mustard,Rabi,Vegetative,38,14.2,70.7,7.7,29.2,24.0,0,None,Low
AGR0819,Sriganganagar,Wheat,Rabi,Maturity,99,26.9,52.1,1.9,14.6,20.5,0,None,Low
AGR0820,Tonk,Mustard,Rabi,Flowering,58,24.7,30.2,0.2,19.2,22.6,0,None,Low
AGR0821,Baran,Soybean,Kharif,Flowering,53,27.2,80.5,22.7,55.1,24.2,0,Bacterial Pustule,Medium
AGR0822,Churu,Wheat,Rabi,Flowering,51,32.8,84.8,3.8,25.5,24.2,1,Powdery Mildew,Medium
AGR0823,Alwar,Mustard,Rabi,Vegetative,34,15.2,62.5,12.6,29.9,0.5,1,White Rust,Medium
AGR0824,Dausa,Mustard,Rabi,Vegetative,34,33.2,34.3,17.2,33.3,22.0,1,None,Low
AGR0825,Alwar,Mustard,Rabi,Vegetative,29,29.5,37.5,11.2,24.9,23.2,0,None,Low
AGR0826,Sikar,Chickpea,Rabi,Vegetative,31,16.2,55.7,6.8,29.3,13.0,1,Wilt,Medium
AGR0827,Bharatpur,Mustard,Rabi,Flowering,62,32.0,55.0,13.9,29.9,11.3,0,None,Low
AGR0828,Alwar,Mustard,Rabi,Maturity,108,20.4,30.8,7.1,21.3,12.2,0,None,Low
AGR0829,Jaisalmer,Bajra,Kharif,Maturity,74,34.7,71.6,16.9,30.6,10.9,0,None,Low
AGR0830,Alwar,Mustard,Rabi,Seedling,20,14.5,80.8,13.0,39.1,0.4,0,White Rust,Medium
AGR0831,Hanumangarh,Wheat,Rabi,Vegetative,46,8.5,83.5,5.5,28.6,22.6,1,Powdery Mildew,Medium
AGR0832,Alwar,Mustard,Rabi,Vegetative,26,9.6,80.7,21.9,48.2,16.0,0,None,Low
AGR0833,Bikaner,Wheat,Rabi,Vegetative,24,8.2,44.2,10.2,25.0,12.9,0,None,Low
AGR0834,Churu,Wheat,Rabi,Flowering,61,16.0,31.8,14.8,33.0,14.7,0,None,Low
AGR0835,Alwar,Mustard,Rabi,Maturity,103,15.6,32.1,24.9,33.7,13.5,1,White Rust,Medium
AGR0836,Alwar,Mustard,Rabi,Vegetative,42,28.4,54.9,1.1,10.0,8.7,0,None,Low
AGR0837,Ajmer,Chickpea,Rabi,Flowering,76,16.6,76.1,16.4,37.3,7.7,0,Wilt,Medium
AGR0838,Dausa,Mustard,Rabi,Seedling,3,34.1,47.7,25.0,49.4,27.9,0,None,Low
AGR0839,Barmer,Bajra,Kharif,Flowering,47,25.8,65.0,24.3,40.4,18.6,0,Ergot,Medium
AGR0840,Jaisalmer,Bajra,Kharif,Seedling,5,32.6,96.5,36.2,69.5,5.9,0,Ergot,Medium
AGR0841,Hanumangarh,Wheat,Rabi,Seedling,14,10.8,67.9,4.0,29.4,22.1,0,None,Low
AGR0842,Nagaur,Bajra,Kharif,Vegetative,18,28.2,65.7,0.5,20.0,19.6,0,None,Low
AGR0843,Churu,Wheat,Rabi,Vegetative,38,11.1,72.5,12.3,42.2,22.0,0,None,Low
AGR0844,Dungarpur,Maize,Kharif,Vegetative,26,33.7,54.0,38.3,52.0,2.0,1,Common Rust,Medium
AGR0845,Churu,Wheat,Rabi,Vegetative,36,20.9,39.5,18.8,32.8,25.5,1,Powdery Mildew,Medium
AGR0846,Alwar,Mustard,Rabi,Flowering,62,23.0,59.0,19.1,47.3,0.1,0,White Rust,Medium
AGR0847,Churu,Wheat,Rabi,Vegetative,41,32.8,40.9,24.6,36.2,20.6,0,None,Low
AGR0848,Udaipur,Maize,Kharif,Flowering,48,37.5,81.5,23.6,57.9,16.0,0,Common Rust,Medium
AGR0849,Bharatpur,Mustard,Rabi,Maturity,95,9.3,64.3,15.7,37.0,25.0,0,None,Low
AGR0850,Jodhpur,Bajra,Kharif,Vegetative,19,32.1,53.7,15.3,36.6,18.4,1,None,Low
AGR0851,Bikaner,Wheat,Rabi,Vegetative,24,14.5,45.4,20.5,44.5,16.4,1,Powdery Mildew,Medium
AGR0852,Jaisalmer,Bajra,Kharif,Maturity,89,32.2,65.3,36.5,65.5,8.1,0,None,Low
AGR0853,Sriganganagar,Wheat,Rabi,Flowering,75,27.9,33.9,21.6,33.1,14.0,0,Powdery Mildew,Medium
AGR0854,Nagaur,Chickpea,Rabi,Vegetative,46,19.8,63.6,15.6,40.6,3.7,0,Wilt,Medium
AGR0855,Churu,Wheat,Rabi,Maturity,105,28.4,45.2,22.6,37.4,22.9,0,None,Low
AGR0856,Hanumangarh,Wheat,Rabi,Maturity,112,17.3,74.4,8.9,34.4,2.8,0,None,Low
AGR0857,Hanumangarh,Wheat,Rabi,Maturity,85,34.0,65.9,11.4,27.2,11.1,0,None,Low
AGR0858,Alwar,Mustard,Rabi,Vegetative,30,16.8,84.0,3.4,29.4,8.8,1,White Rust,Medium
AGR0859,Jodhpur,Bajra,Kharif,Vegetative,22,31.7,72.9,23.6,56.1,4.9,0,Ergot,Medium
AGR0860,Bikaner,Wheat,Rabi,Vegetative,37,11.9,44.0,22.9,39.2,3.2,0,Powdery Mildew,Medium
AGR0861,Bundi,Soybean,Kharif,Seedling,8,37.1,86.4,40.5,80.0,24.8,1,Bacterial Pustule,Medium
AGR0862,Tonk,Mustard,Rabi,Seedling,12,15.1,42.4,11.6,42.1,7.4,0,None,Low
AGR0863,Bharatpur,Mustard,Rabi,Flowering,67,27.8,65.0,21.9,45.6,2.3,0,White Rust,Medium
AGR0864,Tonk,Mustard,Rabi,Flowering,50,32.7,46.1,12.3,31.7,12.3,0,None,Low
AGR0865,Tonk,Mustard,Rabi,Flowering,62,28.5,53.1,23.6,46.6,25.3,0,None,Low
AGR0866,Nagaur,Bajra,Kharif,Vegetative,31,39.4,53.4,42.7,68.4,21.9,1,None,Low
AGR0867,Churu,Wheat,Rabi,Flowering,75,10.8,35.9,2.5,17.7,0.3,1,Powdery Mildew,Medium
AGR0868,Bikaner,Wheat,Rabi,Seedling,8,22.8,83.5,11.0,37.0,15.1,1,Powdery Mildew,Medium
AGR0869,Sikar,Chickpea,Rabi,Vegetative,25,34.1,44.0,21.5,35.7,15.3,1,None,Low
AGR0870,Pali,Chickpea,Rabi,Vegetative,34,23.4,48.9,14.0,23.8,2.0,0,None,Low
AGR0871,Bharatpur,Mustard,Rabi,Vegetative,36,28.6,45.7,22.2,38.6,10.3,1,None,Low
AGR0872,Bikaner,Wheat,Rabi,Seedling,16,11.9,68.3,4.1,29.9,21.1,1,None,Low
AGR0873,Nagaur,Bajra,Kharif,Flowering,61,41.4,87.4,1.1,22.8,16.8,0,None,Low
AGR0874,Dausa,Mustard,Rabi,Flowering,51,26.8,75.4,1.4,25.5,13.4,0,White Rust,Medium
AGR0875,Churu,Wheat,Rabi,Flowering,80,22.5,39.3,8.1,20.9,12.3,0,None,Low
AGR0876,Hanumangarh,Wheat,Rabi,Vegetative,21,30.5,81.1,15.7,40.1,11.1,0,Powdery Mildew,Medium
AGR0877,Jodhpur,Bajra,Kharif,Vegetative,26,27.1,97.1,49.2,78.9,25.9,0,Downy Mildew,High
AGR0878,Nagaur,Bajra,Kharif,Flowering,59,37.7,65.6,40.9,75.6,11.4,1,Ergot,Medium
AGR0879,Churu,Wheat,Rabi,Vegetative,30,16.8,71.0,2.0,26.3,1.4,1,Powdery Mildew,Medium
AGR0880,Churu,Wheat,Rabi,Flowering,69,20.1,54.5,22.4,56.6,3.5,0,Powdery Mildew,Medium
AGR0881,Churu,Wheat,Rabi,Vegetative,29,11.3,38.1,0.7,17.7,2.0,0,None,Low
AGR0882,Jodhpur,Bajra,Kharif,Vegetative,26,35.2,70.7,38.2,73.8,27.8,1,Ergot,Medium
AGR0883,Sriganganagar,Wheat,Rabi,Vegetative,43,25.8,32.8,2.6,10.0,24.7,1,None,Low
AGR0884,Hanumangarh,Wheat,Rabi,Vegetative,39,22.2,75.4,21.4,39.5,26.0,0,Powdery Mildew,Medium
AGR0885,Kota,Soybean,Kharif,Vegetative,50,41.0,76.6,17.1,43.7,26.9,1,Bacterial Pustule,Medium
AGR0886,Churu,Wheat,Rabi,Maturity,88,22.8,33.5,16.1,23.6,16.5,1,Powdery Mildew,Medium
AGR0887,Barmer,Bajra,Kharif,Maturity,74,39.9,81.4,17.5,42.0,27.1,1,Ergot,Medium
AGR0888,Hanumangarh,Wheat,Rabi,Vegetative,50,29.6,64.7,7.3,40.8,10.5,0,None,Low
AGR0889,Hanumangarh,Wheat,Rabi,Maturity,83,26.1,34.0,6.4,23.8,20.0,0,None,Low
AGR0890,Churu,Wheat,Rabi,Flowering,65,21.0,52.1,3.8,15.5,12.4,1,Powdery Mildew,Medium
AGR0891,Jaisalmer,Bajra,Kharif,Flowering,58,37.4,62.7,0.3,10.0,18.7,0,None,Low
AGR0892,Sikar,Chickpea,Rabi,Vegetative,33,34.3,63.4,3.0,17.5,9.0,1,None,Low
AGR0893,Kota,Soybean,Kharif,Maturity,82,39.4,61.2,30.4,52.1,11.3,0,None,Low
AGR0894,Bharatpur,Mustard,Rabi,Seedling,14,13.6,74.7,18.6,43.1,18.5,0,None,Low
AGR0895,Nagaur,Bajra,Kharif,Seedling,0,26.7,54.7,28.8,44.6,15.5,0,None,Low
AGR0896,Churu,Wheat,Rabi,Flowering,79,13.1,33.1,2.0,18.0,27.8,0,None,Low
AGR0897,Hanumangarh,Wheat,Rabi,Vegetative,44,29.2,80.7,4.9,26.5,26.9,1,Powdery Mildew,Medium
AGR0898,Sikar,Chickpea,Rabi,Flowering,57,11.9,58.0,20.7,45.5,9.8,0,Wilt,Medium
AGR0899,Hanumangarh,Wheat,Rabi,Seedling,16,19.5,37.1,3.1,15.1,17.3,1,None,Low
AGR0900,Sriganganagar,Wheat,Rabi,Flowering,76,26.2,72.8,13.9,43.2,18.1,1,Powdery Mildew,Medium
AGR0901,Hanumangarh,Wheat,Rabi,Flowering,71,8.4,38.9,24.6,40.0,2.1,0,None,Low
AGR0902,Churu,Wheat,Rabi,Flowering,80,26.3,39.7,17.9,28.8,19.8,1,Powdery Mildew,Medium
AGR0903,Sriganganagar,Wheat,Rabi,Flowering,75,14.3,44.8,16.4,30.1,10.9,0,Powdery Mildew,Medium
AGR0904,Jaisalmer,Bajra,Kharif,Flowering,43,25.9,85.1,7.7,31.8,24.0,1,Ergot,Medium
AGR0905,Alwar,Mustard,Rabi,Flowering,66,21.9,35.8,17.4,41.9,14.5,0,White Rust,Medium
AGR0906,Ajmer,Chickpea,Rabi,Vegetative,46,16.0,53.2,7.5,25.3,7.4,0,None,Low
AGR0907,Baran,Soybean,Kharif,Vegetative,45,25.3,67.4,12.5,35.2,19.1,0,Bacterial Pustule,Medium
AGR0908,Bharatpur,Mustard,Rabi,Flowering,54,26.5,57.6,19.4,45.0,23.6,1,White Rust,Medium
AGR0909,Sriganganagar,Wheat,Rabi,Flowering,51,23.7,64.0,7.1,27.7,25.1,1,Powdery Mildew,Medium
AGR0910,Alwar,Mustard,Rabi,Flowering,67,8.7,49.2,18.0,42.0,2.2,0,None,Low
AGR0911,Jaisalmer,Bajra,Kharif,Maturity,84,25.7,78.3,28.0,55.2,20.7,0,Ergot,Medium
AGR0912,Sriganganagar,Wheat,Rabi,Seedling,8,29.9,37.1,0.5,10.0,19.3,0,None,Low
AGR0913,Jodhpur,Bajra,Kharif,Flowering,59,28.0,80.0,7.5,28.1,13.1,1,Ergot,Medium
AGR0914,Bharatpur,Mustard,Rabi,Maturity,90,21.6,62.2,12.8,43.3,13.9,0,None,Low
AGR0915,Jaisalmer,Bajra,Kharif,Flowering,61,28.7,53.4,4.5,21.1,12.1,1,None,Low
AGR0916,Dausa,Mustard,Rabi,Vegetative,45,17.6,58.4,7.6,20.8,19.3,0,None,Low
AGR0917,Churu,Wheat,Rabi,Maturity,82,31.3,46.4,4.8,20.7,3.3,0,None,Low
AGR0918,Pali,Chickpea,Rabi,Seedling,5,24.6,54.4,4.7,18.7,18.3,1,None,Low
AGR0919,Jhalawar,Soybean,Kharif,Vegetative,45,25.0,76.6,26.4,52.7,20.6,1,Rust,High
AGR0920,Hanumangarh,Wheat,Rabi,Flowering,65,9.5,78.8,17.6,46.3,6.1,1,Powdery Mildew,Medium
AGR0921,Sikar,Chickpea,Rabi,Seedling,16,13.0,53.7,20.4,48.2,23.6,0,None,Low
AGR0922,Alwar,Mustard,Rabi,Seedling,1,22.1,77.3,0.1,23.8,1.0,1,White Rust,Medium
AGR0923,Nagaur,Chickpea,Rabi,Flowering,72,32.6,72.6,11.3,31.8,21.1,0,None,Low
AGR0924,Baran,Soybean,Kharif,Vegetative,49,41.1,87.1,42.1,74.1,21.3,1,Bacterial Pustule,Medium
AGR0925,Dausa,Mustard,Rabi,Flowering,74,12.5,75.8,4.9,31.9,25.0,0,White Rust,Medium
AGR0926,Hanumangarh,Wheat,Rabi,Vegetative,23,20.4,67.2,12.4,25.2,2.6,0,Powdery Mildew,Medium
AGR0927,Bikaner,Wheat,Rabi,Vegetative,28,15.8,84.1,24.0,48.8,9.0,0,Powdery Mildew,Medium
AGR0928,Dausa,Mustard,Rabi,Seedling,3,34.9,76.5,15.3,42.4,1.1,0,White Rust,Medium
AGR0929,Barmer,Bajra,Kharif,Flowering,60,40.0,76.8,43.4,66.6,23.4,0,Ergot,Medium
AGR0930,Churu,Wheat,Rabi,Seedling,10,30.5,68.4,7.3,27.7,9.4,1,None,Low
AGR0931,Sriganganagar,Wheat,Rabi,Maturity,110,16.3,31.1,14.6,24.5,19.6,1,None,Low
AGR0932,Bundi,Soybean,Kharif,Vegetative,50,39.1,56.7,27.2,54.0,0.2,1,None,Low
AGR0933,Dungarpur,Maize,Kharif,Maturity,79,23.9,52.6,36.3,58.1,2.3,0,Common Rust,Medium
AGR0934,Tonk,Mustard,Rabi,Seedling,1,27.3,43.7,21.9,45.3,22.8,0,None,Low
AGR0935,Bikaner,Wheat,Rabi,Flowering,65,33.9,78.6,23.3,51.9,24.0,1,Powdery Mildew,Medium
AGR0936,Sriganganagar,Wheat,Rabi,Seedling,3,26.7,39.4,6.8,28.9,6.0,0,None,Low
